Approved Symbol	UniProt ID(supplied by UniProt)
TROB1~withdrawn	
MIR600HG	
ZNF205-AS1	
ACTG1P10	
MIR3647~withdrawn	
RACGAP1P	
TROB2~withdrawn	
MIR3676~withdrawn	
AEPLC~withdrawn	
RNA5SP81~withdrawn	
RNA5SP32~withdrawn	
SNORD35B	
CSPG4P2Y	
AFAP1-AS1	
FOXD2-AS1	
POLR2J4	
ABC1~withdrawn	
MIR503HG	
GLIS3-AS1	
LINC00839	
ABC2~withdrawn	
RNA5SP398~withdrawn	
LINC01101	
SNHG7	
ABC3~withdrawn	
FAM222A-AS1	
JMJD1C-AS1	
RNU6-981P~withdrawn	
HIST1H2APS2	
KRT90P	
KRT89P	
KRT88P	
SNORD14B	
SNORD14C	
SNORD14D	
SNORD14E	
ABC7~withdrawn	
RPPH1	
YWHAZP5	
SNHG24~withdrawn	
PARAL1	
RPL7AP50	
MIR1979~withdrawn	
ABCB2~withdrawn	
KRT8P12	
RPL7P6	
UBE2Q2P3~withdrawn	
OLMALINC	
MAGOH3P	
ABCB3~withdrawn	
FAM95A	
AOC4P	
ABCR~withdrawn	
RAPGEF4-AS1	
MIR1977~withdrawn	
SNORD107	
PLEKHA3P1	
RPS2P40	
LINC00923	
CTBP1-AS2	
RPS2P4	
ALDL1~withdrawn	
MAFG-AS1	
MIR1259~withdrawn	
HTR7P1	
TXNP1	
ALD~withdrawn	
SNORD38A	
SNORD38B	
MIR720~withdrawn	
TBC1D27P	
BSEP~withdrawn	
CMOAT~withdrawn	
MIR1280~withdrawn	
C8orf5~withdrawn	
USP12P1	
MIR886~withdrawn	
C18orf33~withdrawn	
VN1R50P~withdrawn	
MRP1~withdrawn	
RNVU1-5~withdrawn	
RNVU1-16~withdrawn	
RNVU1-10~withdrawn	
C6orf193~withdrawn	
HNRNPU-AS1~withdrawn	
LINC01936	
SSXP2~withdrawn	
HIST2H3B~withdrawn	
VSIG7~withdrawn	
MIR511-2~withdrawn	
SLC9A3P4~withdrawn	
GLUD1P7~withdrawn	
MIR220A~withdrawn	
AKIRIN2-AS1~withdrawn	
LINC00273	
FAM74A2~withdrawn	
FAM74A5~withdrawn	
BMS1P6~withdrawn	
RPL22P15~withdrawn	
DUSP8P2	
LINC00341~withdrawn	
ZNF286C~withdrawn	
RPL7AP68~withdrawn	
RN7SL738P	
OR7E1P	
KCNJ7~withdrawn	
OR7E59P	
RAD23BP3	
SEPT7-AS1	
LGMD2B~withdrawn	
CDC45L2~withdrawn	
TGFB4~withdrawn	
HDLDT1~withdrawn	
BCNG1~withdrawn	
BCNG2~withdrawn	
MER6~withdrawn	
CMKRL1~withdrawn	
EPMR~withdrawn	
C9orf2~withdrawn	
DAGK1~withdrawn	
DAGK2~withdrawn	
DAGK3~withdrawn	
DAGK4~withdrawn	
LYP~withdrawn	
LINC01916	
WNT13~withdrawn	
H2AFK~withdrawn	
H2AX~withdrawn	
RNA5SP121	
ARL2-SNX15	
H2AZ~withdrawn	
TITF2~withdrawn	
MSBP3~withdrawn	
HNRNPUL2-BSCL2	
MSBP2	
H3FM~withdrawn	
LTB4H~withdrawn	
ESX~withdrawn	
HSST~withdrawn	
MBL~withdrawn	
AUF1~withdrawn	
C1orf3~withdrawn	
TUTR1~withdrawn	
CDC2L4~withdrawn	
CAMKA~withdrawn	
PMF1-BGLAP	
TRT-TGT3-1	
TRQ-CTG1-5	
IGKV1OR-3	
TMEM56-RWDD3	
CAMKB~withdrawn	
CAMKD~withdrawn	
ST20-MTHFS	
OR2A18P~withdrawn	
RNA5SP52	
TM4SF19-TCTEX1D2	
RNU6-113P	
PHBP16	
CAMKG~withdrawn	
EIF2B~withdrawn	
EIF2G~withdrawn	
DNAH13~withdrawn	
TRF-GAA1-4	
IGKV1OR2-9	
EIF2~withdrawn	
CMKRL2~withdrawn	
DFNB21~withdrawn	
DYRK1~withdrawn	
CCDC11P1	
FBNL~withdrawn	
OR5D4~withdrawn	
RNA5SP64	
AAC1~withdrawn	
DSTNP5	
AAC2~withdrawn	
HNP36~withdrawn	
SH3D1A~withdrawn	
CDH21~withdrawn	
CPETR1~withdrawn	
CPETR2~withdrawn	
TRG-GCC2-4	
TMVCF~withdrawn	
CPETRL2~withdrawn	
MUC9~withdrawn	
PLA2G4~withdrawn	
INT6~withdrawn	
SYB1~withdrawn	
SYB2~withdrawn	
CYRN1~withdrawn	
CYRN2~withdrawn	
MDC~withdrawn	
TACE~withdrawn	
GGTB2~withdrawn	
FLN1L~withdrawn	
FLN2~withdrawn	
FLN1~withdrawn	
ILA~withdrawn	
OPG~withdrawn	
TXGP1L~withdrawn	
RN7SKP8	
TXGP1~withdrawn	
APT1LG1~withdrawn	
RNA5SP123	
APT1~withdrawn	
TNFRSF5~withdrawn	
RN7SKP9	
TNFR1~withdrawn	
TNFR2~withdrawn	
FAR2P2	
BCMA~withdrawn	
CD30LG~withdrawn	
CD30~withdrawn	
TNFSF5~withdrawn	
BCUR1~withdrawn	
ITIHL1~withdrawn	
BRN3B~withdrawn	
OTF3~withdrawn	
EIF3A~withdrawn	
GALN~withdrawn	
PRSS5~withdrawn	
RNA5SP71	
SNAP~withdrawn	
INPP4~withdrawn	
CCNA~withdrawn	
LQT2~withdrawn	
WBSCR10~withdrawn	
RNA5SP72	
DMAHP~withdrawn	
HAP2~withdrawn	
M3S1~withdrawn	
RNA5SP73	
LLCDL1~withdrawn	
LLCDL2~withdrawn	
RNU6-123P	
LLCDL3~withdrawn	
UBE2G~withdrawn	
RNA5SP124	
ADDL~withdrawn	
ANGPT3~withdrawn	
RNA5SP74	
HAUSP~withdrawn	
KCNF~withdrawn	
KCNG~withdrawn	
RNA5SP125	
UNP~withdrawn	
MRP~withdrawn	
TMSB4~withdrawn	
RNU6-125P	
TRL-AAG2-4	
TEAD5~withdrawn	
CCNE~withdrawn	
RNU5E-5P	
TCF11~withdrawn	
SCYB9B~withdrawn	
CRARF~withdrawn	
RNU6-126P	
COPT1~withdrawn	
COPT2~withdrawn	
OR20A1P~withdrawn	
RNA5SP126	
STK14A~withdrawn	
DAZLA~withdrawn	
GTF3B~withdrawn	
ACS3~withdrawn	
TRIP2~withdrawn	
CYP2A3~withdrawn	
IL3RB~withdrawn	
RNA5SP127	
FLR~withdrawn	
OR7E6P~withdrawn	
RNU6-129P	
AQP7L~withdrawn	
C6orf5~withdrawn	
RNASEL1~withdrawn	
C6orf6~withdrawn	
NLVCF~withdrawn	
DYNLL1P6	
H2A~withdrawn	
H2B~withdrawn	
RNU6-131P	
KNS1~withdrawn	
LKP~withdrawn	
CAV~withdrawn	
ERK~withdrawn	
THRAL~withdrawn	
EIF1A~withdrawn	
CCNL1~withdrawn	
KRAG~withdrawn	
IFI53~withdrawn	
MDRS1~withdrawn	
GFPT~withdrawn	
BA2R~withdrawn	
LAG1~withdrawn	
ELK2~withdrawn	
PRHX~withdrawn	
CAL1H~withdrawn	
CTRN2~withdrawn	
HYKPP~withdrawn	
NBP1~withdrawn	
ANGPT5~withdrawn	
UBDP1	
M7V1~withdrawn	
RDRC~withdrawn	
PRR13P4	
RP3~withdrawn	
DHRD~withdrawn	
PLA2L~withdrawn	
NEP~withdrawn	
CACNA2~withdrawn	
NDUFS5P3	
DMGDHL1~withdrawn	
VN1R105P	
MSG1~withdrawn	
NPMP1~withdrawn	
NPMP2~withdrawn	
NPMP3~withdrawn	
NPMP4~withdrawn	
NPMP5~withdrawn	
NPMP6~withdrawn	
NPMP7~withdrawn	
PER~withdrawn	
SIAT8~withdrawn	
KLRC4-KLRK1	
SLIL1~withdrawn	
SLIL2~withdrawn	
SLIL3~withdrawn	
ZNF91L~withdrawn	
LPI~withdrawn	
MGA1~withdrawn	
CAK~withdrawn	
CHDR~withdrawn	
DDH1~withdrawn	
DDH2~withdrawn	
EDDR1~withdrawn	
NTRK4~withdrawn	
PTK3A~withdrawn	
GLXR~withdrawn	
C20orf2~withdrawn	
MHS1~withdrawn	
C17orf1~withdrawn	
FBLN4~withdrawn	
LIMAB1~withdrawn	
CNTNAP3P8	
CPT2P1	
CNTNAP3P5	
PSP~withdrawn	
CADASIL~withdrawn	
DAR~withdrawn	
CKN2~withdrawn	
NRPB~withdrawn	
CTLN2~withdrawn	
DTD~withdrawn	
NTRKR3~withdrawn	
PEO2~withdrawn	
PEO3~withdrawn	
MAP1L~withdrawn	
OPTX2~withdrawn	
ZNF269~withdrawn	
CREB2~withdrawn	
ARHGAP19-SLIT1	
ERVW-6	
ERVK3-7	
BNIP3P12	
ERVS71-2	
ERV9-1	
ERVK3-5	
ERVK-12	
DPAGT2~withdrawn	
ERVK-15	
ERVK3-3	
C2orf1~withdrawn	
OR2A21~withdrawn	
ERVW-4	
ERVK-13	
TAF13P2	
SNRPBP1	
SUMO2P8	
ARAP1-AS2	
CXorf4~withdrawn	
BTF3L4P4	
CNNM3-DT	
ERVK-17	
ERVK-14	
ERHP1	
RNU6-143P	
SUR~withdrawn	
ERVK-3	
ERVK-1	
IDH1-AS1	
PCNPP5	
MIA-RAB4B	
KLF2P4	
PPP6R2P1	
ERVE-2	
RNA5SP84	
SETP15	
SOD1P2	
ERVW-5	
ELMO1-AS1	
ERVW-3	
ERVK3-2	
ERVH-7	
ERVH-5	
ERVE-3	
HOX1F~withdrawn	
OR2A22P~withdrawn	
RNY1P5	
RNA5SP92	
MTND1P7	
OR2I6~withdrawn	
OR2I7P~withdrawn	
OR51E3P~withdrawn	
HOX1H~withdrawn	
CXorf4P~withdrawn	
ERBA2L~withdrawn	
FTNB~withdrawn	
NRAMP1~withdrawn	
NRAMP2~withdrawn	
SLC20A3~withdrawn	
SLC20A4~withdrawn	
TNFSF3L~withdrawn	
ZNF270~withdrawn	
ENT1~withdrawn	
ENT2~withdrawn	
WBSCR11~withdrawn	
ZNF255~withdrawn	
MLT~withdrawn	
RNA5SP93	
PAST1~withdrawn	
C22orf7~withdrawn	
ORNT1~withdrawn	
TRMA~withdrawn	
ED3~withdrawn	
UBH1~withdrawn	
PFM1~withdrawn	
HOX3A~withdrawn	
A12M3~withdrawn	
BLIMP1~withdrawn	
ERVK-29	
ERVW-8	
ERVW-11	
RNA5SP27	
ABC50~withdrawn	
ERVW-14	
ERVW-18	
ERVW-22	
ERVW-24	
ERVW-27	
ARA~withdrawn	
ERVK-27	
ERVW-17	
ERVW-19	
ERVW-26	
ERVW-15	
ERVW-13	
ERVW-10	
ERVW-12	
ERVW-16	
ERVW-29	
ERVW-21	
ERVW-7	
ERVK-31	
ERVK-30	
HOX3C~withdrawn	
ERVW-25	
HOX4A~withdrawn	
HOX4F~withdrawn	
CALNA~withdrawn	
CLGI~withdrawn	
VPP1~withdrawn	
PRIP~withdrawn	
FTHL6~withdrawn	
API6~withdrawn	
HSPA10~withdrawn	
ZNT1~withdrawn	
ZNT2~withdrawn	
ZNT3~withdrawn	
TRV-CAC10-1	
RNU1-24P	
HOX4G~withdrawn	
ERVK-28	
ERVW-9	
STMY2~withdrawn	
ARSC1~withdrawn	
ZNT4~withdrawn	
APAH1~withdrawn	
DNM1DN14@~withdrawn	
DUTP5	
DNM1DN15@~withdrawn	
DNM1DN13~withdrawn	
DNM1DN16@~withdrawn	
DNM1DN20~withdrawn	
CXorf5~withdrawn	
DNM1DN21~withdrawn	
DNM1DN22~withdrawn	
C6orf43~withdrawn	
FABP5P14	
FTLP19	
RN7SKP32	
C14orf91~withdrawn	
C17orf22~withdrawn	
LSP1P2	
MTH1~withdrawn	
FAM93A~withdrawn	
FAM93B~withdrawn	
C8orf60~withdrawn	
C8orf66~withdrawn	
C18orf50~withdrawn	
SCIDA~withdrawn	
C15orf35~withdrawn	
GRM5-AS1	
CSPG1~withdrawn	
BTN~withdrawn	
GOV~withdrawn	
CHES1L1~withdrawn	
RCE1A~withdrawn	
DDIT1~withdrawn	
SPATA20P1	
SH3D5~withdrawn	
ACHM3~withdrawn	
VMGLOM~withdrawn	
VPS45B~withdrawn	
DFNA14~withdrawn	
FBXO20~withdrawn	
PGL3~withdrawn	
MYD118~withdrawn	
NCOR1P3	
CNRS8~withdrawn	
TSPY25P	
CNRS2~withdrawn	
CNRS4~withdrawn	
CNRS5~withdrawn	
ERVH-9	
CNRS6~withdrawn	
CNRS7~withdrawn	
ALS2CR1~withdrawn	
BCMS~withdrawn	
ERVH-10	
RPLP1P13	
MSK16~withdrawn	
ZNF47~withdrawn	
ZNF58~withdrawn	
ZNF50~withdrawn	
ZNF62~withdrawn	
ZNF61~withdrawn	
EWSR2~withdrawn	
RANP9	
RANP2	
HTR1C~withdrawn	
HF2~withdrawn	
OR7E30P~withdrawn	
PTGER4P3	
HPE2~withdrawn	
ATP1AL2~withdrawn	
MPB1~withdrawn	
ZNF39L1~withdrawn	
SEN1~withdrawn	
MYHL~withdrawn	
PCNPP4	
RPP40P1	
RANP3	
II~withdrawn	
PRTS~withdrawn	
SNRPEP8	
MSK18~withdrawn	
FRA3B	
RP11~withdrawn	
JTBP1	
RCH1~withdrawn	
USP32P4	
RNU6-150P	
MTAPP1	
AGTR1B~withdrawn	
ATP5AL2~withdrawn	
SCGB1D5P	
UBE2CP5	
SIASD~withdrawn	
LBC~withdrawn	
PRSS4~withdrawn	
HSCR1~withdrawn	
GPRK7~withdrawn	
CCAL2~withdrawn	
PMS2L6~withdrawn	
PMS2L9~withdrawn	
DNAH17L~withdrawn	
DFNB11~withdrawn	
OSTCP5	
DFNA10~withdrawn	
FABP7P2	
DFNB8~withdrawn	
EYCL2~withdrawn	
NBIA1~withdrawn	
NHE3P~withdrawn	
OSTCP8	
BPES3~withdrawn	
TSG10~withdrawn	
RNY1P9	
OR1Q3~withdrawn	
TNRC3~withdrawn	
TNRC13~withdrawn	
TNRC10~withdrawn	
TNRC7~withdrawn	
F5F8D~withdrawn	
LGMD2G~withdrawn	
PLOSL~withdrawn	
XPNPEPL~withdrawn	
GLC1E~withdrawn	
MMP21~withdrawn	
OR1F9~withdrawn	
BWSCR1A~withdrawn	
OR1F7~withdrawn	
OR1F8~withdrawn	
OR1F6~withdrawn	
OR1G2~withdrawn	
OR1E4~withdrawn	
OR1E5~withdrawn	
OR2B5~withdrawn	
OR2A8~withdrawn	
ORCTL2S~withdrawn	
OR2F3~withdrawn	
OR10B2~withdrawn	
GINGF~withdrawn	
DBCCR1~withdrawn	
CACP~withdrawn	
STK2~withdrawn	
AKR1B11~withdrawn	
ZFP93~withdrawn	
SDCCAG43~withdrawn	
C1orf7~withdrawn	
FACVL1~withdrawn	
ED4~withdrawn	
NPHP2~withdrawn	
C7orf22~withdrawn	
PSIP2~withdrawn	
HIF1AP1	
HOMG2~withdrawn	
HSD17B5~withdrawn	
BDB1~withdrawn	
RNU6-151P	
CHURC1-FNTB	
RPSAP68	
SPDYE11	
HERC2P11	
LINC01355	
CTXND1	
TRK-CTT7-1	
FAM218BP	
NBCCS~withdrawn	
MGEA~withdrawn	
UBE2FP2	
SERPINB2L1~withdrawn	
RPL12P48	
SERPINB2L2~withdrawn	
SAA5~withdrawn	
SUMO2P20	
ZNF149~withdrawn	
ZNF152~withdrawn	
RNU6-153P	
RNU6-156P	
CKLF-CMTM1	
TOMM20P2	
BEAN1-AS1	
ZNF153~withdrawn	
ZNF156~withdrawn	
LINC01214	
UQCRFSL2~withdrawn	
A12M1~withdrawn	
MUCRX~withdrawn	
CCD#~withdrawn	
SMA#~withdrawn	
CLCNL1~withdrawn	
RN7SKP35	
CLCNL2~withdrawn	
DIFF6L~withdrawn	
RDT~withdrawn	
RPL7AP1~withdrawn	
RNFT1P3	
ED#~withdrawn	
GTF2IP13	
ZACNP1	
PTGES3P2	
CAE2~withdrawn	
FOX#~withdrawn	
NR1H1~withdrawn	
NBPF25P	
GTF2IP23	
OR2H3~withdrawn	
CDC27P3	
NF1P9	
OR2K1~withdrawn	
FBXO14~withdrawn	
LINC02284	
CDC27P7	
CDC27P10	
FCP~withdrawn	
RNU6-157P	
RPL23AP84	
GJA11~withdrawn	
HAOL~withdrawn	
HK2P2~withdrawn	
AQP7P5	
LINC01645	
LINC02420	
ILCF~withdrawn	
LYST2~withdrawn	
UBE2V1P4	
NDUFA5P10	
PCH1~withdrawn	
IGKV1OR9-1	
RACH~withdrawn	
SAP2~withdrawn	
CHEL3~withdrawn	
PCNT1~withdrawn	
C9orf1~withdrawn	
NEDD3~withdrawn	
OR1F2P~withdrawn	
RNNL~withdrawn	
GGTB1~withdrawn	
IGKVP@~withdrawn	
CHEL1~withdrawn	
C1QTNF3-AMACR	
TSTA2~withdrawn	
NEDD6~withdrawn	
IGHV1-38-4	
ZNF384OS~withdrawn	
C15orf45~withdrawn	
IMMP1LP2	
A1S9T~withdrawn	
CHR39A~withdrawn	
CLG4A~withdrawn	
EDH17B1~withdrawn	
IGHV3-38-3	
IGHV4-30-1	
RNU1-52P	
CHR39B~withdrawn	
IGHV1OR15-9	
SCN6A~withdrawn	
CHR39C~withdrawn	
CRYG5~withdrawn	
LINC01902	
LINC01638	
BBIP1P1	
CZP1~withdrawn	
CMTX1~withdrawn	
EBDCT~withdrawn	
CRYA2~withdrawn	
IGHD1OR15-1A	
DCLRE1CP1	
CCA~withdrawn	
ALS1~withdrawn	
REREP2Y	
FSHD~withdrawn	
CO~withdrawn	
DO~withdrawn	
LGMD1~withdrawn	
EPB3~withdrawn	
AE1~withdrawn	
BORJ~withdrawn	
CGS23~withdrawn	
FCT3A~withdrawn	
CRYB3~withdrawn	
MDR3~withdrawn	
PRKA1~withdrawn	
PRKA2~withdrawn	
ATP1AL1~withdrawn	
APS~withdrawn	
CD11B~withdrawn	
ACTL2~withdrawn	
IGHD1OR15-1B	
RNU6-70P	
RBM22P7	
THRA2~withdrawn	
EDS4A~withdrawn	
RNY3P8	
GCPS~withdrawn	
TUBB4BP1	
IGHD2OR15-2A	
TUBB8P2	
GLUT2~withdrawn	
ATPSB~withdrawn	
PLANH2~withdrawn	
CSNB1~withdrawn	
RNA5SP521	
RNA5SP435	
CSPB~withdrawn	
IGHD2OR15-2B	
ERBAL3~withdrawn	
PEPN~withdrawn	
GLUT4~withdrawn	
GLUT5~withdrawn	
GLUT6~withdrawn	
TST1~withdrawn	
IGHD4OR15-4A	
GLBA~withdrawn	
GLUT3~withdrawn	
HHH~withdrawn	
F8VWFP~withdrawn	
FLT2~withdrawn	
GJAL~withdrawn	
CYP3A3~withdrawn	
ANP~withdrawn	
MDF2~withdrawn	
MSK12~withdrawn	
IGHD3OR15-3B	
ERCM2~withdrawn	
PPLA2~withdrawn	
T3D~withdrawn	
ITI~withdrawn	
IGHD4OR15-4B	
CLG4B~withdrawn	
P4HA~withdrawn	
BCL4~withdrawn	
CR3A~withdrawn	
MTHFC~withdrawn	
ACC~withdrawn	
IGHD5OR15-5A	
PDEA~withdrawn	
HLA-DXA~withdrawn	
HLA-DXB~withdrawn	
IGHD5OR15-5B	
HLA-DZA~withdrawn	
PDGFR~withdrawn	
ANPRA~withdrawn	
ANPRC~withdrawn	
IGHV4OR15-8	
IGHV3OR16-9	
NPRA~withdrawn	
IGKV1OR2-0	
SCN12A~withdrawn	
GTF3BAP1~withdrawn	
ELAM1~withdrawn	
MTHFDP1~withdrawn	
FRA13C	
APY~withdrawn	
HOX7~withdrawn	
ERVI-1	
NPRC~withdrawn	
PDEG~withdrawn	
CASA~withdrawn	
CYP2DL1~withdrawn	
ATP5A~withdrawn	
EPM1~withdrawn	
RNU2-13P	
PDEB~withdrawn	
SDGF~withdrawn	
SCDOS~withdrawn	
RNU6ATAC37P	
QPRS~withdrawn	
MTC1~withdrawn	
EIF4F~withdrawn	
EIF3~withdrawn	
ERF1~withdrawn	
HTRL~withdrawn	
ACTA3~withdrawn	
MFS1~withdrawn	
HOX4H~withdrawn	
HOX4I~withdrawn	
LAG2~withdrawn	
EDP1~withdrawn	
LQT~withdrawn	
HOX3H~withdrawn	
SPAT~withdrawn	
NEC1~withdrawn	
NEC2~withdrawn	
MTACR1~withdrawn	
CDC2L3~withdrawn	
MPSL1~withdrawn	
MOX44~withdrawn	
ARP1~withdrawn	
ATDC~withdrawn	
YWHA1~withdrawn	
NEM2~withdrawn	
CD49B~withdrawn	
PRKCB2~withdrawn	
APOJ~withdrawn	
DRD1L2~withdrawn	
HSCR~withdrawn	
HSCR2~withdrawn	
NAC~withdrawn	
HPE3~withdrawn	
ADMLY~withdrawn	
UQBP~withdrawn	
SHFD1~withdrawn	
RBTNL1~withdrawn	
A2MR~withdrawn	
FCGR2A1~withdrawn	
CKN1~withdrawn	
GLYT2L~withdrawn	
PTPTP1~withdrawn	
NCAD~withdrawn	
M6S1~withdrawn	
XPD~withdrawn	
DNS~withdrawn	
MLM~withdrawn	
STMY3~withdrawn	
LCD1~withdrawn	
NCX1~withdrawn	
CALNB~withdrawn	
ZNF51~withdrawn	
IBP1~withdrawn	
MIC3~withdrawn	
NFKB3~withdrawn	
HGFL~withdrawn	
GFRP1~withdrawn	
SML1~withdrawn	
STHE~withdrawn	
DIR~withdrawn	
GLUR1~withdrawn	
BPAG2~withdrawn	
CYP2C17~withdrawn	
LMN2~withdrawn	
RP7~withdrawn	
ZNF82~withdrawn	
RPS10-NUDT3	
IDO~withdrawn	
LAMS~withdrawn	
LAMM~withdrawn	
FAS1~withdrawn	
DAT1~withdrawn	
DPDE1~withdrawn	
DPDE2~withdrawn	
DPDE3~withdrawn	
DPDE4~withdrawn	
NHE2~withdrawn	
NHE3~withdrawn	
HOKPP~withdrawn	
CYRP~withdrawn	
MODY2~withdrawn	
HEN1~withdrawn	
HEN2~withdrawn	
HGL~withdrawn	
CAL1L~withdrawn	
HEGFL~withdrawn	
EHK1~withdrawn	
TYRO10~withdrawn	
PTK4~withdrawn	
PTK5~withdrawn	
TYRO4~withdrawn	
TSC4~withdrawn	
PSOR1~withdrawn	
GLUC~withdrawn	
RSTS~withdrawn	
P~withdrawn	
FTH2~withdrawn	
SUP45L1~withdrawn	
SUP45L2~withdrawn	
SUP45L3~withdrawn	
SUP45L4~withdrawn	
TUBB4BP4	
DFNB1~withdrawn	
DFNA1~withdrawn	
TCF9~withdrawn	
HHC1~withdrawn	
MLVAR~withdrawn	
NPPS~withdrawn	
PPD~withdrawn	
CCD1~withdrawn	
NMDARA1~withdrawn	
PIK3C1~withdrawn	
NKR~withdrawn	
NET1~withdrawn	
PPP1R3~withdrawn	
OBS~withdrawn	
ZNF139~withdrawn	
PTPN10~withdrawn	
ANPRB~withdrawn	
CHH~withdrawn	
CLD~withdrawn	
SPRR1~withdrawn	
DI~withdrawn	
EBN2~withdrawn	
VAT1~withdrawn	
VMAT1~withdrawn	
VMAT2~withdrawn	
DCOH~withdrawn	
RNE1~withdrawn	
RNE3~withdrawn	
CYP4A2~withdrawn	
HYRC1~withdrawn	
APPL2~withdrawn	
AVED~withdrawn	
CALS~withdrawn	
NPT1~withdrawn	
RNU6-17P	
HSFY8P	
LAMNB2~withdrawn	
MLLT10P2	
A2MRAP~withdrawn	
LAMB2T~withdrawn	
RNU7-169P	
MTND1P12	
CTNNG~withdrawn	
ATP6N2~withdrawn	
JAK1B~withdrawn	
COCA1~withdrawn	
GRIK~withdrawn	
PSACH~withdrawn	
GTF2D1~withdrawn	
SGLT2~withdrawn	
MTATP8P1	
AXT~withdrawn	
TAX~withdrawn	
UND~withdrawn	
EPVE6AP~withdrawn	
AKU~withdrawn	
MYH12~withdrawn	
S100D~withdrawn	
S100E~withdrawn	
S100L~withdrawn	
ODG1~withdrawn	
EPD1~withdrawn	
CMKAR1~withdrawn	
GRH~withdrawn	
PCSK3~withdrawn	
HPVE6A~withdrawn	
BBS~withdrawn	
KPP~withdrawn	
PPAR~withdrawn	
CFD1~withdrawn	
JWS~withdrawn	
PAGB~withdrawn	
HLA70~withdrawn	
HLAK~withdrawn	
NPT2~withdrawn	
DMDA1~withdrawn	
TYRP2~withdrawn	
PRKM2~withdrawn	
ORW1~withdrawn	
CMT4B~withdrawn	
CD27LG~withdrawn	
GUC1A4~withdrawn	
GLCL~withdrawn	
SCA3~withdrawn	
XPGC~withdrawn	
TBS~withdrawn	
SHFD2~withdrawn	
LAMNA~withdrawn	
LAMNB1~withdrawn	
SCYAR1~withdrawn	
CD28LG1~withdrawn	
NKG2~withdrawn	
CNA2~withdrawn	
AEMK~withdrawn	
KFS~withdrawn	
HOS~withdrawn	
ARR1~withdrawn	
VGR~withdrawn	
TXREB~withdrawn	
PPP5~withdrawn	
RPL17P~withdrawn	
ANX2LG~withdrawn	
PCOLC~withdrawn	
LGMD2A~withdrawn	
DNCL~withdrawn	
STAT~withdrawn	
SOAT~withdrawn	
CALT~withdrawn	
GAX~withdrawn	
CORD2~withdrawn	
VHR~withdrawn	
TRIC5~withdrawn	
CDKN1~withdrawn	
AFCP~withdrawn	
CDN1~withdrawn	
NCK~withdrawn	
IGKV268~withdrawn	
DFNB3~withdrawn	
RNU6-358P	
DFNB2~withdrawn	
SCNN1~withdrawn	
PBDX~withdrawn	
RSE~withdrawn	
LSH~withdrawn	
KAI1~withdrawn	
NPH1~withdrawn	
RAP1GN1~withdrawn	
GLIF~withdrawn	
EIF4C~withdrawn	
DSC4~withdrawn	
EDH17B2~withdrawn	
HFC1~withdrawn	
ZNF163~withdrawn	
HLA92~withdrawn	
TXREB1~withdrawn	
ATP5CL1~withdrawn	
ATP5CL2~withdrawn	
SDF1A~withdrawn	
PLA2B~withdrawn	
SDF1B~withdrawn	
CD28LG2~withdrawn	
FKHL4~withdrawn	
ACVRLK2~withdrawn	
RAD2~withdrawn	
LQT3~withdrawn	
USH3~withdrawn	
COCA2~withdrawn	
PMSL1~withdrawn	
PMSL2~withdrawn	
RP14~withdrawn	
DYT5~withdrawn	
SFD~withdrawn	
RBM2~withdrawn	
NPHL2~withdrawn	
SNTL~withdrawn	
LDC~withdrawn	
GPRK6L~withdrawn	
CYP2C10~withdrawn	
AGTIL~withdrawn	
FAEES3~withdrawn	
ESTF~withdrawn	
LGMD2C~withdrawn	
OB~withdrawn	
SUMO2P10	
DFNA2~withdrawn	
GPR11~withdrawn	
HPE4~withdrawn	
TCF14~withdrawn	
PIT1~withdrawn	
GPR13~withdrawn	
ACH~withdrawn	
PYCD~withdrawn	
MRX30~withdrawn	
DUXAP11	
DFNB4~withdrawn	
CTSO1~withdrawn	
SLS~withdrawn	
OCP2~withdrawn	
TNX~withdrawn	
RNU6-1049P	
DFNA3~withdrawn	
DRT~withdrawn	
RNU6-1003P	
CDG1~withdrawn	
CMKBRL1~withdrawn	
VMCM~withdrawn	
MYSB~withdrawn	
TNXB1~withdrawn	
TNXB2~withdrawn	
BCL7~withdrawn	
DDPAC~withdrawn	
SCC~withdrawn	
PEO~withdrawn	
MGDF~withdrawn	
STGD2~withdrawn	
STGD3~withdrawn	
DFNA8~withdrawn	
DFNB9~withdrawn	
CSBP2~withdrawn	
LMP2~withdrawn	
LMP7~withdrawn	
DNECL~withdrawn	
TNFC~withdrawn	
CTSO2~withdrawn	
DFNA9~withdrawn	
DFNB10~withdrawn	
CCT6~withdrawn	
TEX4~withdrawn	
USH1B~withdrawn	
HLAL~withdrawn	
CMD3A~withdrawn	
KIR~withdrawn	
RPD3L1~withdrawn	
MRX41~withdrawn	
RABL~withdrawn	
DFNB12~withdrawn	
HSPE1-MOB4	
BCD1~withdrawn	
TVP23C-CDRT4	
GDIA2~withdrawn	
MUM1~withdrawn	
PRSM1~withdrawn	
CD94~withdrawn	
DYRK~withdrawn	
CCA2~withdrawn	
VRF~withdrawn	
PLPB1~withdrawn	
TOP3~withdrawn	
DFNA12~withdrawn	
GLVR1~withdrawn	
GLVR2~withdrawn	
MRX48~withdrawn	
CSNB4~withdrawn	
MNBH~withdrawn	
TBX7~withdrawn	
RP19~withdrawn	
DFNA13~withdrawn	
C8orf44-SGK3	
FKBP1L~withdrawn	
